central_obj,central_time,admm_iter,admm_time,admm_gap_final,admm_feas_status,admm_feas_obj,admm_feas_gap_final,admm_gap_effective,admm_repair_status,admm_repair_obj,admm_repair_gap_final,admm_repair_dev_l2,admm_r_pri_end,admm_r_dual_end,admm_comm,dual_iter,dual_time,dual_r_last_end,dual_r_suffixavg_end,dual_dual_gap_end,dual_g_end,dual_step_mean_end,dual_step_max_end,dual_comm,cons_iter,cons_time,cons_gap_final,cons_feas_status,cons_feas_obj,cons_feas_gap_final,cons_gap_effective,cons_repair_status,cons_repair_obj,cons_repair_gap_final,cons_repair_dev_l2,cons_r_pri_end,cons_comm
71.9761130087364,2.9034749,184,123.281919,0.00025952511256714,0,71.979418105177,4.59193516076307e-05,4.59193516076307e-05,NaN,NaN,NaN,NaN,0.00471632289900413,0.0224638246900956,22080,1000,726.2418185,7.72102137150609,0.546090519027686,0.00113019661579836,71.8947658493956,0.0382774982655594,0.190427353654773,120000,82,146.165967,0.0205583601016807,0,73.4752429270845,0.0208281588944124,0.0208281588944124,NaN,NaN,NaN,NaN,0.00468311032470726,9840
